,Cell,Drug,label
45491,ACH-000654,1401,-1
45492,ACH-000654,126941,1
45493,ACH-000654,126565,-1
45494,ACH-000654,123631,-1
45495,ACH-000654,11977753,-1
45496,ACH-000654,11960529,-1
45497,ACH-000654,11844351,-1
45498,ACH-000654,11754511,-1
45499,ACH-000654,11713159,-1
45500,ACH-000654,11707110,-1
45501,ACH-000654,11676786,-1
45502,ACH-000654,11667893,-1
45503,ACH-000654,11647372,-1
45504,ACH-000654,11640390,-1
45505,ACH-000654,11634725,-1
45506,ACH-000654,11626927,-1
45507,ACH-000654,11626560,-1
45508,ACH-000654,11625818,-1
45509,ACH-000654,11624601,-1
45510,ACH-000654,11617559,-1
45511,ACH-000654,11609586,-1
45512,ACH-000654,11493598,-1
45513,ACH-000654,11485656,-1
45514,ACH-000654,11455910,-1
45515,ACH-000654,11433190,-1
45516,ACH-000654,11404337,-1
45517,ACH-000654,11373846,-1
45518,ACH-000654,11364421,-1
45519,ACH-000654,11338033,-1
45520,ACH-000654,11327430,-1
45521,ACH-000654,11316960,-1
45522,ACH-000654,11282283,-1
45523,ACH-000654,11178236,-1
45524,ACH-000654,11152667,-1
45525,ACH-000654,104842,-1
45526,ACH-000654,10461815,-1
45527,ACH-000654,10459196,-1
45528,ACH-000654,10451420,1
45529,ACH-000654,10390396,-1
45530,ACH-000654,10384072,-1
45531,ACH-000654,10341154,-1
45532,ACH-000654,10302451,-1
45533,ACH-000654,10200390,-1
45534,ACH-000654,10196499,-1
45535,ACH-000654,10184653,-1
45536,ACH-000654,10172943,-1
45537,ACH-000654,10127622,-1
45538,ACH-000654,10113978,-1
45539,ACH-000654,10109823,-1
45540,ACH-000654,10096043,-1
45541,ACH-000654,10077147,-1
45542,ACH-000654,10074640,-1
45543,ACH-000654,10027278,-1
45544,ACH-000653,9967941,-1
45545,ACH-000653,9956222,-1
45546,ACH-000653,9956119,-1
45547,ACH-000653,9952773,-1
45548,ACH-000653,9943465,1
45549,ACH-000653,9938202,-1
45550,ACH-000653,9931953,-1
45551,ACH-000653,9914412,-1
45552,ACH-000653,9911830,-1
45553,ACH-000653,9910224,-1
45554,ACH-000653,9907093,-1
45555,ACH-000653,9903786,-1
45556,ACH-000653,9884685,-1
45557,ACH-000653,9874913,-1
45558,ACH-000653,9868037,1
45559,ACH-000653,9863776,-1
45560,ACH-000653,9858940,-1
45561,ACH-000653,9826528,-1
45562,ACH-000653,9826308,-1
45563,ACH-000653,9813758,-1
45564,ACH-000653,9810884,1
45565,ACH-000653,9549184,-1
45566,ACH-000653,85668777,-1
45567,ACH-000653,84691,-1
45568,ACH-000653,8249,-1
45569,ACH-000653,82146,-1
45570,ACH-000653,76044,-1
45571,ACH-000653,7251185,1
45572,ACH-000653,71271629,-1
45573,ACH-000653,704473,1
45574,ACH-000653,6918848,-1
45575,ACH-000653,6918638,-1
45576,ACH-000653,6918454,-1
45577,ACH-000653,6918289,-1
45578,ACH-000653,6914657,-1
45579,ACH-000653,6852167,1
45580,ACH-000653,6753378,-1
45581,ACH-000653,6710780,1
45582,ACH-000653,66577006,-1
45583,ACH-000653,65110,-1
45584,ACH-000653,6505803,-1
45585,ACH-000653,6450816,-1
45586,ACH-000653,6450551,-1
45587,ACH-000653,6445562,-1
45588,ACH-000653,6445533,-1
45589,ACH-000653,644241,1
45590,ACH-000653,644215,-1
45591,ACH-000653,637858,1
45592,ACH-000653,6253,1
45593,ACH-000653,60750,-1
45594,ACH-000653,5746,-1
45595,ACH-000653,57339144,-1
45596,ACH-000653,5717801,-1
45597,ACH-000653,56965967,-1
45598,ACH-000653,56962337,-1
45599,ACH-000653,560326,1
45600,ACH-000653,5494449,-1
45601,ACH-000653,54685215,1
45602,ACH-000653,54676905,-1
45603,ACH-000653,5460769,-1
45604,ACH-000653,5459322,-1
45605,ACH-000653,5394,-1
45606,ACH-000653,5384616,-1
45607,ACH-000653,53394750,1
45608,ACH-000653,53340664,-1
45609,ACH-000653,5330286,-1
45610,ACH-000653,53302361,-1
45611,ACH-000653,5329102,-1
45612,ACH-000653,5328940,-1
45613,ACH-000653,5327091,-1
45614,ACH-000653,5311510,1
45615,ACH-000653,5311497,-1
45616,ACH-000653,5311,-1
45617,ACH-000653,5291,-1
45618,ACH-000653,5289247,-1
45619,ACH-000653,5280757,-1
45620,ACH-000653,5278396,-1
45621,ACH-000653,521106,1
45622,ACH-000653,5208,-1
45623,ACH-000653,51371303,-1
45624,ACH-000653,5113032,1
45625,ACH-000653,4993,-1
45626,ACH-000653,49836027,-1
45627,ACH-000653,49821040,-1
45628,ACH-000653,49806720,-1
45629,ACH-000653,46943432,1
45630,ACH-000653,46931012,-1
45631,ACH-000653,46930998,-1
45632,ACH-000653,46907787,-1
45633,ACH-000653,46885626,-1
45634,ACH-000653,46883536,1
45635,ACH-000653,46844147,-1
45636,ACH-000653,46843772,-1
45637,ACH-000653,462382,-1
45638,ACH-000653,46224516,-1
45639,ACH-000653,46191454,1
45640,ACH-000653,44819241,-1
45641,ACH-000653,448013,-1
45642,ACH-000653,447912,1
45643,ACH-000653,446378,-1
45644,ACH-000653,44632017,-1
45645,ACH-000653,44551660,-1
45646,ACH-000653,444795,1
45647,ACH-000653,44462760,-1
45648,ACH-000653,44450571,-1
45649,ACH-000653,44224160,-1
45650,ACH-000653,44182295,-1
45651,ACH-000653,44143370,-1
45652,ACH-000653,44137675,-1
45653,ACH-000653,42642645,-1
45654,ACH-000653,42640,-1
45655,ACH-000653,4263900,-1
45656,ACH-000653,4261,-1
45657,ACH-000653,387447,-1
45658,ACH-000653,3796,-1
45659,ACH-000653,36462,-1
45660,ACH-000653,36314,-1
45661,ACH-000653,3463933,-1
45662,ACH-000653,3385,-1
45663,ACH-000653,3218,-1
45664,ACH-000653,31703,-1
45665,ACH-000653,3062316,-1
45666,ACH-000653,3005532,-1
45667,ACH-000653,300471,-1
45668,ACH-000653,2733526,1
45669,ACH-000653,2726824,-1
45670,ACH-000653,25262965,-1
45671,ACH-000653,25257557,1
45672,ACH-000653,25222038,-1
45673,ACH-000653,25195352,-1
45674,ACH-000653,25167777,-1
45675,ACH-000653,25126798,-1
45676,ACH-000653,25124816,-1
45677,ACH-000653,25102847,-1
45678,ACH-000653,25022668,-1
45679,ACH-000653,24978538,1
45680,ACH-000653,24951314,-1
45681,ACH-000653,24894414,1
45682,ACH-000653,24889392,-1
45683,ACH-000653,24826799,-1
45684,ACH-000653,24825971,-1
45685,ACH-000653,24785538,-1
45686,ACH-000653,24776445,1
45687,ACH-000653,24772860,-1
45688,ACH-000653,24756910,-1
45689,ACH-000653,24180719,-1
45690,ACH-000653,2375,-1
45691,ACH-000653,23725625,-1
45692,ACH-000653,2314623,-1
45693,ACH-000653,216326,1
45694,ACH-000653,216239,-1
45695,ACH-000653,208908,-1
45696,ACH-000653,20635522,-1
45697,ACH-000653,17755052,-1
45698,ACH-000653,176870,-1
45699,ACH-000653,176167,-1
45700,ACH-000653,176158,-1
45701,ACH-000653,16760646,1
45702,ACH-000653,16747388,-1
45703,ACH-000653,16725726,1
45704,ACH-000653,16722836,1
45705,ACH-000653,16720766,-1
45706,ACH-000653,16663089,-1
45707,ACH-000653,16095342,-1
45708,ACH-000653,16038120,-1
45709,ACH-000653,160355,-1
45710,ACH-000653,159324,-1
45711,ACH-000653,156422,-1
45712,ACH-000653,148124,-1
45713,ACH-000653,1401,-1
45714,ACH-000653,126941,-1
45715,ACH-000653,126565,-1
45716,ACH-000653,123631,-1
45717,ACH-000653,11977753,-1
45718,ACH-000653,11960529,-1
45719,ACH-000653,11844351,-1
45720,ACH-000653,11754511,-1
45721,ACH-000653,11713159,-1
45722,ACH-000653,11707110,-1
45723,ACH-000653,11676786,-1
45724,ACH-000653,11667893,-1
45725,ACH-000653,11647372,-1
45726,ACH-000653,11640390,-1
45727,ACH-000653,11634725,-1
45728,ACH-000653,11626927,-1
45729,ACH-000653,11626560,-1
45730,ACH-000653,11625818,-1
45731,ACH-000653,11624601,-1
45732,ACH-000653,11617559,1
45733,ACH-000653,11609586,-1
45734,ACH-000653,11493598,-1
45735,ACH-000653,11485656,-1
45736,ACH-000653,11455910,-1
45737,ACH-000653,11433190,-1
45738,ACH-000653,11404337,-1
45739,ACH-000653,11373846,-1
45740,ACH-000653,11364421,-1
45741,ACH-000653,11338033,-1
45742,ACH-000653,11327430,-1
45743,ACH-000653,11316960,-1
45744,ACH-000653,11282283,-1
45745,ACH-000653,11178236,-1
45746,ACH-000653,11152667,-1
45747,ACH-000653,104842,-1
45748,ACH-000653,10461815,-1
45749,ACH-000653,10459196,-1
45750,ACH-000653,10451420,1
45751,ACH-000653,10390396,-1
45752,ACH-000653,10384072,-1
45753,ACH-000653,10341154,1
45754,ACH-000653,10302451,-1
45755,ACH-000653,10200390,-1
45756,ACH-000653,10196499,-1
45757,ACH-000653,10184653,-1
45758,ACH-000653,10172943,-1
45759,ACH-000653,10127622,-1
45760,ACH-000653,10113978,-1
45761,ACH-000653,10109823,-1
45762,ACH-000653,10096043,-1
45763,ACH-000653,10077147,-1
45764,ACH-000653,10074640,1
45765,ACH-000653,10027278,-1
45766,ACH-000652,9967941,1
45767,ACH-000652,9956222,-1
45768,ACH-000652,9956119,-1
45769,ACH-000652,9952773,-1
45770,ACH-000652,9943465,-1
45771,ACH-000652,9938202,-1
45772,ACH-000652,9931953,-1
45773,ACH-000652,9914412,-1
45774,ACH-000652,9911830,-1
45775,ACH-000652,9910224,-1
45776,ACH-000652,9903786,1
45777,ACH-000652,9884685,-1
45778,ACH-000652,9874913,-1
45779,ACH-000652,9868037,-1
45780,ACH-000652,9863776,-1
45781,ACH-000652,9858940,-1
45782,ACH-000652,9826528,1
45783,ACH-000652,9813758,-1
45784,ACH-000652,9810884,1
45785,ACH-000652,85668777,-1
45786,ACH-000652,84691,-1
45787,ACH-000652,8249,1
45788,ACH-000652,82146,-1
45789,ACH-000652,71271629,-1
45790,ACH-000652,704473,-1
45791,ACH-000652,6918848,-1
45792,ACH-000652,6918638,-1
45793,ACH-000652,6918454,-1
45794,ACH-000652,6918289,-1
45795,ACH-000652,6914657,-1
45796,ACH-000652,6852167,1
45797,ACH-000652,6753378,1
45798,ACH-000652,6710780,-1
45799,ACH-000652,66577006,-1
45800,ACH-000652,65110,-1
45801,ACH-000652,6505803,-1
45802,ACH-000652,6450816,-1
45803,ACH-000652,6450551,-1
45804,ACH-000652,6445562,1
45805,ACH-000652,6445533,-1
45806,ACH-000652,644241,-1
45807,ACH-000652,637858,-1
45808,ACH-000652,6253,-1
45809,ACH-000652,60750,-1
45810,ACH-000652,5746,-1
45811,ACH-000652,57339144,-1
45812,ACH-000652,56965967,1
45813,ACH-000652,56962337,-1
45814,ACH-000652,560326,-1
45815,ACH-000652,54685215,-1
45816,ACH-000652,54676905,-1
45817,ACH-000652,5460769,-1
45818,ACH-000652,5459322,-1
45819,ACH-000652,5394,-1
45820,ACH-000652,53394750,1
45821,ACH-000652,53340664,1
45822,ACH-000652,5330286,1
45823,ACH-000652,53302361,-1
45824,ACH-000652,5328940,-1
45825,ACH-000652,5327091,-1
45826,ACH-000652,5311497,-1
45827,ACH-000652,5311,-1
45828,ACH-000652,5289247,1
45829,ACH-000652,5280757,-1
45830,ACH-000652,5278396,-1
45831,ACH-000652,521106,-1
45832,ACH-000652,5208,-1
45833,ACH-000652,51371303,-1
45834,ACH-000652,5113032,-1
45835,ACH-000652,49806720,-1
45836,ACH-000652,46943432,1
45837,ACH-000652,46931012,1
45838,ACH-000652,46930998,-1
45839,ACH-000652,46907787,1
45840,ACH-000652,46885626,-1
45841,ACH-000652,46883536,1
45842,ACH-000652,46224516,-1
45843,ACH-000652,46191454,-1
45844,ACH-000652,44819241,-1
45845,ACH-000652,448013,-1
45846,ACH-000652,447912,-1
45847,ACH-000652,446378,-1
45848,ACH-000652,44632017,-1
45849,ACH-000652,44551660,-1
45850,ACH-000652,444795,-1
45851,ACH-000652,44462760,-1
45852,ACH-000652,44450571,-1
45853,ACH-000652,44224160,-1
45854,ACH-000652,44182295,1
45855,ACH-000652,44143370,1
45856,ACH-000652,44137675,-1
45857,ACH-000652,42642645,-1
45858,ACH-000652,42640,-1
45859,ACH-000652,4263900,-1
45860,ACH-000652,3796,-1
45861,ACH-000652,36462,-1
45862,ACH-000652,3463933,-1
45863,ACH-000652,3385,-1
45864,ACH-000652,3218,-1
45865,ACH-000652,31703,-1
45866,ACH-000652,3005532,-1
45867,ACH-000652,300471,-1
45868,ACH-000652,2733526,-1
45869,ACH-000652,2726824,-1
45870,ACH-000652,25262965,-1
45871,ACH-000652,25257557,1
45872,ACH-000652,25222038,-1
45873,ACH-000652,25195352,-1
45874,ACH-000652,25167777,-1
45875,ACH-000652,25126798,-1
45876,ACH-000652,25124816,-1
45877,ACH-000652,25102847,-1
45878,ACH-000652,25022668,-1
45879,ACH-000652,24978538,-1
45880,ACH-000652,24951314,-1
45881,ACH-000652,24894414,-1
45882,ACH-000652,24889392,-1
45883,ACH-000652,24826799,-1
45884,ACH-000652,24785538,-1
45885,ACH-000652,24776445,-1
45886,ACH-000652,24772860,-1
45887,ACH-000652,24756910,-1
45888,ACH-000652,24180719,-1
45889,ACH-000652,2375,-1
45890,ACH-000652,23725625,-1
45891,ACH-000652,2314623,-1
45892,ACH-000652,216326,-1
45893,ACH-000652,17755052,-1
45894,ACH-000652,176167,-1
45895,ACH-000652,176158,-1
45896,ACH-000652,16747388,1
45897,ACH-000652,16725726,-1
45898,ACH-000652,16722836,-1
45899,ACH-000652,16720766,-1
45900,ACH-000652,16095342,-1
45901,ACH-000652,159324,-1
45902,ACH-000652,156422,-1
45903,ACH-000652,148124,-1
45904,ACH-000652,1401,-1
45905,ACH-000652,126941,-1
45906,ACH-000652,126565,-1
45907,ACH-000652,123631,-1
45908,ACH-000652,11977753,-1
45909,ACH-000652,11960529,-1
45910,ACH-000652,11754511,-1
45911,ACH-000652,11713159,-1
45912,ACH-000652,11707110,1
45913,ACH-000652,11667893,1
45914,ACH-000652,11647372,-1
45915,ACH-000652,11640390,1
45916,ACH-000652,11634725,1
45917,ACH-000652,11625818,-1
45918,ACH-000652,11624601,-1
45919,ACH-000652,11617559,-1
45920,ACH-000652,11609586,-1
45921,ACH-000652,11493598,1
45922,ACH-000652,11485656,-1
45923,ACH-000652,11455910,-1
45924,ACH-000652,11433190,1
45925,ACH-000652,11404337,1
45926,ACH-000652,11373846,1
45927,ACH-000652,11338033,-1
45928,ACH-000652,11327430,-1
45929,ACH-000652,11316960,-1
45930,ACH-000652,11282283,-1
45931,ACH-000652,11178236,-1
45932,ACH-000652,11152667,-1
45933,ACH-000652,104842,-1
45934,ACH-000652,10459196,-1
45935,ACH-000652,10451420,1
45936,ACH-000652,10390396,-1
45937,ACH-000652,10384072,-1
45938,ACH-000652,10341154,-1
45939,ACH-000652,10200390,-1
45940,ACH-000652,10196499,-1
45941,ACH-000652,10184653,-1
45942,ACH-000652,10127622,1
45943,ACH-000652,10113978,-1
45944,ACH-000652,10109823,-1
45945,ACH-000652,10096043,-1
45946,ACH-000652,10077147,-1
45947,ACH-000652,10074640,-1
45948,ACH-000652,10027278,-1
45949,ACH-000651,9967941,-1
45950,ACH-000651,9956222,-1
45951,ACH-000651,9956119,-1
45952,ACH-000651,9952773,-1
45953,ACH-000651,9943465,-1
45954,ACH-000651,9938202,-1
45955,ACH-000651,9931953,-1
45956,ACH-000651,9914412,-1
45957,ACH-000651,9911830,-1
45958,ACH-000651,9910224,-1
45959,ACH-000651,9903786,-1
45960,ACH-000651,9884685,-1
45961,ACH-000651,9874913,-1
45962,ACH-000651,9868037,1
45963,ACH-000651,9863776,1
45964,ACH-000651,9858940,-1
45965,ACH-000651,9826528,1
45966,ACH-000651,9813758,1
45967,ACH-000651,9810884,1
45968,ACH-000651,85668777,-1
45969,ACH-000651,84691,-1
45970,ACH-000651,8249,-1
45971,ACH-000651,82146,-1
45972,ACH-000651,71271629,-1
45973,ACH-000651,704473,1
45974,ACH-000651,6918848,-1
45975,ACH-000651,6918638,-1
45976,ACH-000651,6918454,1
45977,ACH-000651,6918289,-1
45978,ACH-000651,6914657,-1
45979,ACH-000651,6852167,-1
45980,ACH-000651,6753378,-1
45981,ACH-000651,6710780,-1
45982,ACH-000651,66577006,-1
45983,ACH-000651,65110,-1
45984,ACH-000651,6505803,-1
45985,ACH-000651,6450816,-1
45986,ACH-000651,6450551,-1
45987,ACH-000651,6445562,1
45988,ACH-000651,6445533,-1
45989,ACH-000651,644241,-1
45990,ACH-000651,637858,-1
45991,ACH-000651,6253,-1
45992,ACH-000651,60750,-1
45993,ACH-000651,5746,1
45994,ACH-000651,57339144,-1
45995,ACH-000651,56965967,-1
45996,ACH-000651,56962337,-1
45997,ACH-000651,560326,-1
45998,ACH-000651,54685215,-1
45999,ACH-000651,54676905,-1
46000,ACH-000651,5460769,-1
46001,ACH-000651,5459322,-1
46002,ACH-000651,5394,1
46003,ACH-000651,53394750,-1
46004,ACH-000651,53340664,-1
46005,ACH-000651,5330286,-1
46006,ACH-000651,53302361,-1
46007,ACH-000651,5328940,-1
46008,ACH-000651,5327091,-1
46009,ACH-000651,5311497,-1
46010,ACH-000651,5311,-1
46011,ACH-000651,5289247,-1
46012,ACH-000651,5280757,-1
46013,ACH-000651,5278396,-1
46014,ACH-000651,521106,-1
46015,ACH-000651,5208,-1
46016,ACH-000651,51371303,-1
46017,ACH-000651,5113032,-1
46018,ACH-000651,49806720,1
46019,ACH-000651,46943432,-1
46020,ACH-000651,46931012,-1
46021,ACH-000651,46930998,-1
46022,ACH-000651,46907787,-1
46023,ACH-000651,46885626,-1
46024,ACH-000651,46883536,1
46025,ACH-000651,46843772,-1
46026,ACH-000651,46224516,-1
46027,ACH-000651,46191454,-1
46028,ACH-000651,44819241,-1
46029,ACH-000651,448013,-1
46030,ACH-000651,447912,-1
46031,ACH-000651,446378,-1
46032,ACH-000651,44632017,-1
46033,ACH-000651,44551660,-1
46034,ACH-000651,444795,-1
46035,ACH-000651,44462760,-1
46036,ACH-000651,44450571,-1
46037,ACH-000651,44224160,-1
46038,ACH-000651,44182295,1
46039,ACH-000651,44143370,-1
46040,ACH-000651,44137675,-1
46041,ACH-000651,42642645,-1
46042,ACH-000651,42640,-1
46043,ACH-000651,4263900,1
46044,ACH-000651,3796,-1
46045,ACH-000651,36462,-1
46046,ACH-000651,3463933,-1
46047,ACH-000651,3385,-1
46048,ACH-000651,3218,-1
46049,ACH-000651,31703,-1
46050,ACH-000651,3005532,-1
46051,ACH-000651,300471,-1
46052,ACH-000651,2733526,-1
46053,ACH-000651,2726824,-1
46054,ACH-000651,25262965,-1
46055,ACH-000651,25257557,1
46056,ACH-000651,25222038,-1
46057,ACH-000651,25195352,-1
46058,ACH-000651,25167777,-1
46059,ACH-000651,25126798,-1
46060,ACH-000651,25124816,-1
46061,ACH-000651,25102847,-1
46062,ACH-000651,25022668,1
46063,ACH-000651,24978538,-1
46064,ACH-000651,24951314,-1
46065,ACH-000651,24894414,-1
46066,ACH-000651,24889392,-1
46067,ACH-000651,24826799,-1
46068,ACH-000651,24785538,-1
46069,ACH-000651,24776445,-1
46070,ACH-000651,24772860,-1
46071,ACH-000651,24756910,-1
46072,ACH-000651,24180719,-1
46073,ACH-000651,2375,-1
46074,ACH-000651,23725625,-1
46075,ACH-000651,2314623,-1
46076,ACH-000651,216326,-1
46077,ACH-000651,17755052,-1
46078,ACH-000651,176167,1
46079,ACH-000651,176158,-1
46080,ACH-000651,16747388,-1
46081,ACH-000651,16725726,-1
46082,ACH-000651,16722836,-1
46083,ACH-000651,16720766,-1
46084,ACH-000651,16095342,-1
46085,ACH-000651,159324,1
46086,ACH-000651,156422,-1
46087,ACH-000651,148124,-1
46088,ACH-000651,1401,-1
46089,ACH-000651,126941,-1
46090,ACH-000651,126565,-1
46091,ACH-000651,123631,-1
46092,ACH-000651,11977753,-1
46093,ACH-000651,11960529,-1
46094,ACH-000651,11754511,-1
46095,ACH-000651,11713159,-1
46096,ACH-000651,11707110,1
46097,ACH-000651,11667893,-1
46098,ACH-000651,11647372,-1
46099,ACH-000651,11640390,-1
46100,ACH-000651,11634725,1
46101,ACH-000651,11625818,-1
46102,ACH-000651,11624601,-1
46103,ACH-000651,11617559,-1
46104,ACH-000651,11609586,-1
46105,ACH-000651,11493598,-1
46106,ACH-000651,11485656,1
46107,ACH-000651,11455910,-1
46108,ACH-000651,11433190,-1
46109,ACH-000651,11404337,1
46110,ACH-000651,11373846,-1
46111,ACH-000651,11338033,-1
46112,ACH-000651,11327430,-1
46113,ACH-000651,11316960,-1
46114,ACH-000651,11282283,-1
46115,ACH-000651,11178236,-1
46116,ACH-000651,11152667,-1
46117,ACH-000651,104842,-1
46118,ACH-000651,10459196,-1
46119,ACH-000651,10451420,-1
46120,ACH-000651,10390396,-1
46121,ACH-000651,10384072,-1
46122,ACH-000651,10341154,-1
46123,ACH-000651,10200390,-1
46124,ACH-000651,10196499,-1
46125,ACH-000651,10184653,-1
46126,ACH-000651,10127622,1
46127,ACH-000651,10113978,-1
46128,ACH-000651,10109823,-1
46129,ACH-000651,10096043,-1
46130,ACH-000651,10077147,-1
46131,ACH-000651,10074640,-1
46132,ACH-000651,10027278,1
46133,ACH-000650,9967941,1
46134,ACH-000650,9956222,-1
46135,ACH-000650,9956119,-1
46136,ACH-000650,9952773,-1
46137,ACH-000650,9938202,-1
46138,ACH-000650,9931953,-1
46139,ACH-000650,9914412,-1
46140,ACH-000650,9911830,-1
46141,ACH-000650,9910224,-1
46142,ACH-000650,9903786,-1
46143,ACH-000650,9884685,-1
46144,ACH-000650,9874913,-1
46145,ACH-000650,9868037,-1
46146,ACH-000650,9863776,1
46147,ACH-000650,9858940,1
46148,ACH-000650,9826528,1
46149,ACH-000650,9813758,-1
46150,ACH-000650,9810884,-1
46151,ACH-000650,85668777,-1
46152,ACH-000650,84691,-1
46153,ACH-000650,8249,-1
46154,ACH-000650,82146,1
46155,ACH-000650,71271629,-1
46156,ACH-000650,704473,1
46157,ACH-000650,6918848,-1
46158,ACH-000650,6918454,1
46159,ACH-000650,6918289,1
46160,ACH-000650,6914657,-1
46161,ACH-000650,6852167,-1
46162,ACH-000650,6753378,-1
46163,ACH-000650,6710780,-1
46164,ACH-000650,66577006,-1
46165,ACH-000650,65110,-1
46166,ACH-000650,6505803,1
46167,ACH-000650,6450816,-1
46168,ACH-000650,6450551,-1
46169,ACH-000650,6445562,-1
46170,ACH-000650,6445533,-1
46171,ACH-000650,644241,-1
46172,ACH-000650,637858,-1
46173,ACH-000650,6253,-1
46174,ACH-000650,60750,-1
46175,ACH-000650,5746,-1
46176,ACH-000650,57339144,-1
46177,ACH-000650,56965967,-1
46178,ACH-000650,56962337,-1
46179,ACH-000650,54685215,-1
46180,ACH-000650,54676905,-1
46181,ACH-000650,5460769,-1
46182,ACH-000650,5459322,-1
46183,ACH-000650,5394,-1
46184,ACH-000650,53394750,1
46185,ACH-000650,53340664,-1
46186,ACH-000650,5330286,-1
46187,ACH-000650,53302361,-1
46188,ACH-000650,5328940,-1
46189,ACH-000650,5327091,-1
46190,ACH-000650,5311497,-1
46191,ACH-000650,5311,-1
46192,ACH-000650,5289247,-1
46193,ACH-000650,5280757,1
46194,ACH-000650,5278396,-1
46195,ACH-000650,521106,-1
46196,ACH-000650,5208,-1
46197,ACH-000650,51371303,-1
46198,ACH-000650,5113032,1
46199,ACH-000650,49806720,-1
46200,ACH-000650,46943432,-1
46201,ACH-000650,46931012,-1
46202,ACH-000650,46930998,-1
46203,ACH-000650,46907787,-1
46204,ACH-000650,46885626,-1
46205,ACH-000650,46883536,1
46206,ACH-000650,46224516,-1
46207,ACH-000650,46191454,-1
46208,ACH-000650,44819241,-1
46209,ACH-000650,448013,-1
46210,ACH-000650,447912,-1
46211,ACH-000650,446378,-1
46212,ACH-000650,44632017,-1
46213,ACH-000650,44551660,-1
46214,ACH-000650,444795,1
46215,ACH-000650,44462760,1
46216,ACH-000650,44450571,-1
46217,ACH-000650,44224160,-1
46218,ACH-000650,44182295,1
46219,ACH-000650,44143370,-1
46220,ACH-000650,44137675,-1
46221,ACH-000650,42642645,-1
46222,ACH-000650,42640,-1
46223,ACH-000650,4263900,-1
46224,ACH-000650,3796,-1
46225,ACH-000650,36462,-1
46226,ACH-000650,3463933,1
46227,ACH-000650,3385,-1
46228,ACH-000650,3218,1
46229,ACH-000650,31703,-1
46230,ACH-000650,3005532,-1
46231,ACH-000650,300471,-1
46232,ACH-000650,2733526,-1
46233,ACH-000650,2726824,-1
46234,ACH-000650,25262965,1
46235,ACH-000650,25257557,1
46236,ACH-000650,25222038,-1
46237,ACH-000650,25195352,-1
46238,ACH-000650,25167777,-1
46239,ACH-000650,25126798,-1
46240,ACH-000650,25124816,-1
46241,ACH-000650,25102847,-1
46242,ACH-000650,25022668,-1
46243,ACH-000650,24978538,-1
46244,ACH-000650,24951314,-1
46245,ACH-000650,24894414,1
46246,ACH-000650,24889392,-1
46247,ACH-000650,24826799,-1
46248,ACH-000650,24785538,-1
46249,ACH-000650,24776445,-1
46250,ACH-000650,24772860,-1
46251,ACH-000650,24756910,-1
46252,ACH-000650,24180719,1
46253,ACH-000650,2375,-1
46254,ACH-000650,23725625,-1
46255,ACH-000650,2314623,-1
46256,ACH-000650,216326,-1
46257,ACH-000650,17755052,1
46258,ACH-000650,176167,-1
46259,ACH-000650,176158,-1
46260,ACH-000650,16747388,-1
46261,ACH-000650,16725726,-1
46262,ACH-000650,16722836,-1
46263,ACH-000650,16720766,-1
46264,ACH-000650,16095342,-1
46265,ACH-000650,159324,-1
46266,ACH-000650,156422,-1
46267,ACH-000650,148124,-1
46268,ACH-000650,1401,-1
46269,ACH-000650,126941,-1
46270,ACH-000650,126565,1
46271,ACH-000650,123631,-1
46272,ACH-000650,11977753,-1
46273,ACH-000650,11960529,-1
46274,ACH-000650,11754511,-1
46275,ACH-000650,11713159,-1
46276,ACH-000650,11707110,1
46277,ACH-000650,11667893,-1
46278,ACH-000650,11647372,-1
46279,ACH-000650,11640390,-1
46280,ACH-000650,11634725,1
46281,ACH-000650,11625818,-1
46282,ACH-000650,11624601,-1
46283,ACH-000650,11617559,-1
46284,ACH-000650,11609586,-1
46285,ACH-000650,11493598,-1
46286,ACH-000650,11485656,-1
46287,ACH-000650,11455910,-1
46288,ACH-000650,11433190,-1
46289,ACH-000650,11404337,-1
46290,ACH-000650,11373846,-1
46291,ACH-000650,11338033,-1
46292,ACH-000650,11327430,-1
46293,ACH-000650,11316960,1
46294,ACH-000650,11282283,-1
46295,ACH-000650,11178236,-1
46296,ACH-000650,11152667,1
46297,ACH-000650,104842,-1
46298,ACH-000650,10459196,-1
46299,ACH-000650,10451420,1
46300,ACH-000650,10390396,-1
46301,ACH-000650,10384072,1
46302,ACH-000650,10341154,-1
46303,ACH-000650,10200390,-1
46304,ACH-000650,10196499,-1
46305,ACH-000650,10184653,-1
46306,ACH-000650,10127622,1
46307,ACH-000650,10113978,-1
46308,ACH-000650,10109823,-1
46309,ACH-000650,10096043,-1
46310,ACH-000650,10077147,-1
46311,ACH-000650,10074640,-1
46312,ACH-000650,10027278,-1
46313,ACH-000649,9967941,-1
46314,ACH-000649,9956222,-1
46315,ACH-000649,9956119,-1
46316,ACH-000649,9952773,-1
46317,ACH-000649,9938202,1
46318,ACH-000649,9931953,-1
46319,ACH-000649,9914412,-1
46320,ACH-000649,9911830,-1
46321,ACH-000649,9910224,1
46322,ACH-000649,9903786,-1
46323,ACH-000649,9884685,-1
46324,ACH-000649,9874913,-1
46325,ACH-000649,9868037,-1
46326,ACH-000649,9863776,-1
46327,ACH-000649,9858940,-1
46328,ACH-000649,9826528,-1
46329,ACH-000649,9813758,1
46330,ACH-000649,9810884,1
