Cell,Drug,label
ACH-000724,9858940,0
ACH-000724,9826528,0
ACH-000724,9813758,0
ACH-000724,9810884,0
ACH-000724,85668777,0
ACH-000724,84691,0
ACH-000724,8249,0
ACH-000724,82146,0
ACH-000724,71271629,0
ACH-000724,704473,0
ACH-000724,6918848,0
ACH-000724,6918638,0
ACH-000724,6918454,0
ACH-000724,6918289,0
ACH-000724,6914657,0
ACH-000724,6852167,0
ACH-000724,6753378,0
ACH-000724,6710780,0
ACH-000724,66577006,0
ACH-000724,65110,0
ACH-000724,6505803,0
ACH-000724,6450816,0
ACH-000724,6450551,0
ACH-000724,6445562,0
ACH-000724,6445533,0
ACH-000724,644241,0
ACH-000724,637858,0
ACH-000724,6253,0
ACH-000724,60750,0
ACH-000724,5746,0
ACH-000724,57339144,0
ACH-000724,56965967,0
ACH-000724,56962337,0
ACH-000724,560326,0
ACH-000724,54685215,0
ACH-000724,54676905,0
ACH-000724,5460769,0
ACH-000724,5459322,0
ACH-000724,5394,0
ACH-000724,53394750,0
ACH-000724,53340664,0
ACH-000724,5330286,0
ACH-000724,53302361,0
ACH-000724,5328940,0
ACH-000724,5327091,0
ACH-000724,5311497,0
ACH-000724,5311,0
ACH-000724,5289247,0
ACH-000724,5280757,0
ACH-000724,5278396,0
ACH-000724,521106,0
ACH-000724,5208,0
ACH-000724,51371303,0
ACH-000724,5113032,0
ACH-000724,49806720,0
ACH-000724,46943432,0
ACH-000724,46931012,0
ACH-000724,46930998,0
ACH-000724,46907787,0
ACH-000724,46885626,0
ACH-000724,46883536,0
ACH-000724,46224516,0
ACH-000724,46191454,0
ACH-000724,44819241,0
ACH-000724,448013,0
ACH-000724,447912,0
ACH-000724,446378,0
ACH-000724,44632017,0
ACH-000724,44551660,0
ACH-000724,444795,0
ACH-000724,44462760,0
ACH-000724,44450571,0
ACH-000724,44224160,0
ACH-000724,44182295,0
ACH-000724,44143370,0
ACH-000724,44137675,0
ACH-000724,42642645,0
ACH-000724,42640,0
ACH-000724,4263900,0
ACH-000724,3796,0
ACH-000724,36462,0
ACH-000724,3463933,0
ACH-000724,3385,0
ACH-000724,3218,0
ACH-000724,31703,0
ACH-000724,3005532,0
ACH-000724,300471,0
ACH-000724,2733526,0
ACH-000724,2726824,0
ACH-000724,25262965,0
ACH-000724,25257557,0
ACH-000724,25222038,0
ACH-000724,25195352,0
ACH-000724,25167777,0
ACH-000724,25126798,0
ACH-000724,25124816,0
ACH-000724,25102847,0
ACH-000724,25022668,0
ACH-000724,24978538,0
ACH-000724,24951314,0
ACH-000724,24894414,0
ACH-000724,24889392,0
ACH-000724,24826799,0
ACH-000724,24785538,0
ACH-000724,24776445,0
ACH-000724,24772860,0
ACH-000724,24756910,0
ACH-000724,24180719,0
ACH-000724,2375,0
ACH-000724,23725625,0
ACH-000724,216326,0
ACH-000724,17755052,0
ACH-000724,176167,0
ACH-000724,176158,0
ACH-000724,16747388,0
ACH-000724,16725726,0
ACH-000724,16722836,0
ACH-000724,16720766,0
ACH-000724,16095342,0
ACH-000724,159324,0
ACH-000724,156422,0
ACH-000724,148124,0
ACH-000724,1401,0
ACH-000724,126941,0
ACH-000724,126565,0
ACH-000724,123631,0
ACH-000724,11977753,0
ACH-000724,11960529,0
ACH-000724,11754511,0
ACH-000724,11713159,0
ACH-000724,11707110,0
ACH-000724,11667893,0
ACH-000724,11647372,0
ACH-000724,11640390,0
ACH-000724,11634725,0
ACH-000724,11625818,0
ACH-000724,11624601,0
ACH-000724,11617559,0
ACH-000724,11609586,0
ACH-000724,11493598,0
ACH-000724,11485656,0
ACH-000724,11455910,0
ACH-000724,11433190,0
ACH-000724,11404337,0
ACH-000724,11373846,0
ACH-000724,11338033,0
ACH-000724,11327430,0
ACH-000724,11316960,0
ACH-000724,11282283,1
ACH-000724,11178236,0
ACH-000724,11152667,0
ACH-000724,104842,0
ACH-000724,10459196,0
ACH-000724,10451420,0
ACH-000724,10390396,0
ACH-000724,10384072,0
ACH-000724,10341154,0
ACH-000724,10200390,0
ACH-000724,10196499,0
ACH-000724,10184653,0
ACH-000724,10127622,1
ACH-000724,10113978,0
ACH-000724,10109823,0
ACH-000724,10096043,0
ACH-000724,10077147,0
ACH-000724,10074640,0
ACH-000724,10027278,0
ACH-000722,9967941,0
ACH-000722,9956222,0
ACH-000722,9956119,0
ACH-000722,9952773,0
ACH-000722,9943465,0
ACH-000722,9938202,0
ACH-000722,9931953,0
ACH-000722,9914412,0
ACH-000722,9911830,0
ACH-000722,9910224,0
ACH-000722,9907093,0
ACH-000722,9903786,0
ACH-000722,9884685,0
ACH-000722,9874913,0
ACH-000722,9868037,0
ACH-000722,9863776,0
ACH-000722,9858940,0
ACH-000722,9826528,1
ACH-000722,9826308,0
ACH-000722,9813758,0
ACH-000722,9810884,0
ACH-000722,9549184,0
ACH-000722,85668777,0
ACH-000722,84691,0
ACH-000722,8249,1
ACH-000722,82146,0
ACH-000722,76044,0
ACH-000722,7251185,0
ACH-000722,71271629,0
ACH-000722,704473,0
ACH-000722,6918848,0
ACH-000722,6918638,0
ACH-000722,6918454,1
ACH-000722,6918289,0
ACH-000722,6914657,0
ACH-000722,6852167,0
ACH-000722,6753378,0
ACH-000722,6710780,0
ACH-000722,66577006,0
ACH-000722,65110,0
ACH-000722,6505803,0
ACH-000722,6450816,0
ACH-000722,6450551,0
ACH-000722,6445562,0
ACH-000722,6445533,0
ACH-000722,644241,0
ACH-000722,644215,0
ACH-000722,637858,0
ACH-000722,6253,0
ACH-000722,60750,0
ACH-000722,5746,0
ACH-000722,57339144,0
ACH-000722,5717801,0
ACH-000722,56965967,0
ACH-000722,56962337,0
ACH-000722,560326,0
ACH-000722,5494449,0
ACH-000722,54685215,0
ACH-000722,54676905,0
ACH-000722,5460769,0
ACH-000722,5459322,0
ACH-000722,5394,0
ACH-000722,5384616,1
ACH-000722,53394750,0
ACH-000722,53340664,0
ACH-000722,5330286,0
ACH-000722,53302361,0
ACH-000722,5329102,0
ACH-000722,5328940,0
ACH-000722,5327091,0
ACH-000722,5311510,0
ACH-000722,5311497,0
ACH-000722,5311,0
ACH-000722,5291,0
ACH-000722,5289247,0
ACH-000722,5280757,0
ACH-000722,5278396,0
ACH-000722,521106,0
ACH-000722,51371303,0
ACH-000722,5113032,0
ACH-000722,4993,0
ACH-000722,49836027,0
ACH-000722,49821040,0
ACH-000722,49806720,0
ACH-000722,46943432,0
ACH-000722,46931012,0
ACH-000722,46930998,0
ACH-000722,46907787,0
ACH-000722,46885626,0
ACH-000722,46883536,0
ACH-000722,46844147,0
ACH-000722,46843772,0
ACH-000722,462382,0
ACH-000722,46224516,0
ACH-000722,46191454,0
ACH-000722,44819241,0
ACH-000722,448013,0
ACH-000722,447912,0
ACH-000722,446378,0
ACH-000722,44632017,0
ACH-000722,44551660,0
ACH-000722,444795,0
ACH-000722,44462760,0
ACH-000722,44450571,0
ACH-000722,44224160,0
ACH-000722,44182295,1
ACH-000722,44143370,0
ACH-000722,44137675,0
ACH-000722,42642645,0
ACH-000722,42640,0
ACH-000722,4263900,0
ACH-000722,4261,0
ACH-000722,387447,0
ACH-000722,3796,0
ACH-000722,36462,0
ACH-000722,36314,0
ACH-000722,3463933,0
ACH-000722,3385,0
ACH-000722,3218,0
ACH-000722,31703,0
ACH-000722,3062316,0
ACH-000722,3005532,0
ACH-000722,300471,0
ACH-000722,2733526,0
ACH-000722,2726824,0
ACH-000722,25262965,0
ACH-000722,25257557,0
ACH-000722,25222038,0
ACH-000722,25195352,0
ACH-000722,25167777,0
ACH-000722,25126798,0
ACH-000722,25124816,0
ACH-000722,25102847,0
ACH-000722,25022668,0
ACH-000722,24978538,1
ACH-000722,24951314,0
ACH-000722,24894414,0
ACH-000722,24889392,0
ACH-000722,24826799,0
ACH-000722,24825971,0
ACH-000722,24785538,1
ACH-000722,24776445,0
ACH-000722,24772860,0
ACH-000722,24756910,0
ACH-000722,24180719,0
ACH-000722,2375,0
ACH-000722,23725625,0
ACH-000722,2314623,0
ACH-000722,216326,0
ACH-000722,216239,0
ACH-000722,208908,0
ACH-000722,20635522,0
ACH-000722,17755052,0
ACH-000722,176870,0
ACH-000722,176167,0
ACH-000722,176158,0
ACH-000722,16760646,0
ACH-000722,16747388,0
ACH-000722,16725726,0
ACH-000722,16722836,0
ACH-000722,16720766,0
ACH-000722,16663089,0
ACH-000722,16095342,0
ACH-000722,16038120,1
ACH-000722,160355,0
ACH-000722,159324,0
ACH-000722,156422,0
ACH-000722,148124,0
ACH-000722,1401,0
ACH-000722,126941,0
ACH-000722,126565,0
ACH-000722,123631,0
ACH-000722,11977753,0
ACH-000722,11960529,0
ACH-000722,11844351,0
ACH-000722,11754511,0
ACH-000722,11713159,0
ACH-000722,11707110,1
ACH-000722,11676786,0
ACH-000722,11667893,0
ACH-000722,11647372,0
ACH-000722,11640390,1
ACH-000722,11634725,0
ACH-000722,11626927,0
ACH-000722,11626560,0
ACH-000722,11625818,0
ACH-000722,11624601,0
ACH-000722,11617559,0
ACH-000722,11609586,0
ACH-000722,11493598,0
ACH-000722,11485656,0
ACH-000722,11455910,0
ACH-000722,11433190,0
ACH-000722,11404337,0
ACH-000722,11373846,0
ACH-000722,11364421,0
ACH-000722,11338033,0
ACH-000722,11327430,0
ACH-000722,11316960,0
ACH-000722,11282283,0
ACH-000722,11178236,0
ACH-000722,11152667,0
ACH-000722,104842,0
ACH-000722,10461815,0
ACH-000722,10459196,0
ACH-000722,10451420,0
ACH-000722,10390396,0
ACH-000722,10384072,0
ACH-000722,10341154,0
ACH-000722,10302451,0
ACH-000722,10200390,0
ACH-000722,10196499,0
ACH-000722,10184653,0
ACH-000722,10172943,0
ACH-000722,10127622,1
ACH-000722,10113978,0
ACH-000722,10109823,0
ACH-000722,10096043,0
ACH-000722,10077147,0
ACH-000722,10074640,0
ACH-000722,10027278,0
ACH-000720,9967941,0
ACH-000720,9956222,0
ACH-000720,9956119,0
ACH-000720,9952773,0
ACH-000720,9938202,0
ACH-000720,9931953,0
ACH-000720,9914412,0
ACH-000720,9911830,0
ACH-000720,9910224,0
ACH-000720,9903786,0
ACH-000720,9884685,0
ACH-000720,9874913,0
ACH-000720,9868037,0
ACH-000720,9863776,0
ACH-000720,9858940,0
ACH-000720,9826528,0
ACH-000720,9813758,0
ACH-000720,9810884,0
ACH-000720,85668777,1
ACH-000720,8249,0
ACH-000720,82146,0
ACH-000720,71271629,0
ACH-000720,704473,0
ACH-000720,6918848,0
ACH-000720,6918638,0
ACH-000720,6914657,0
ACH-000720,6852167,0
ACH-000720,6753378,0
ACH-000720,66577006,0
ACH-000720,6505803,0
ACH-000720,6450816,0
ACH-000720,6445562,0
ACH-000720,6445533,0
ACH-000720,637858,0
ACH-000720,60750,0
ACH-000720,5746,0
ACH-000720,57339144,0
ACH-000720,56965967,0
ACH-000720,56962337,0
ACH-000720,560326,0
ACH-000720,54685215,0
ACH-000720,54676905,0
ACH-000720,5460769,0
ACH-000720,5459322,0
ACH-000720,5394,0
ACH-000720,53394750,0
ACH-000720,53340664,0
ACH-000720,5330286,0
ACH-000720,53302361,1
ACH-000720,5327091,0
ACH-000720,5311497,0
ACH-000720,5289247,0
ACH-000720,5280757,0
ACH-000720,5278396,0
ACH-000720,521106,0
ACH-000720,5208,0
ACH-000720,51371303,0
ACH-000720,5113032,0
ACH-000720,49806720,0
ACH-000720,46943432,0
ACH-000720,46931012,0
ACH-000720,46930998,0
ACH-000720,46907787,0
ACH-000720,46885626,0
ACH-000720,46883536,0
ACH-000720,46224516,0
ACH-000720,46191454,0
ACH-000720,44819241,0
ACH-000720,448013,0
ACH-000720,447912,0
ACH-000720,446378,0
ACH-000720,44632017,0
ACH-000720,44551660,0
ACH-000720,44462760,0
ACH-000720,44450571,0
ACH-000720,44224160,0
ACH-000720,44182295,0
ACH-000720,44143370,0
ACH-000720,44137675,0
ACH-000720,42642645,0
ACH-000720,42640,0
ACH-000720,4263900,0
ACH-000720,3796,0
ACH-000720,36462,0
ACH-000720,3463933,0
ACH-000720,3385,0
ACH-000720,3218,0
ACH-000720,31703,0
ACH-000720,3005532,1
ACH-000720,2733526,0
ACH-000720,2726824,0
ACH-000720,25262965,0
ACH-000720,25257557,0
ACH-000720,25222038,0
ACH-000720,25195352,0
ACH-000720,25167777,0
ACH-000720,25126798,0
ACH-000720,25124816,0
ACH-000720,25102847,0
ACH-000720,25022668,0
ACH-000720,24978538,0
ACH-000720,24951314,0
ACH-000720,24894414,0
ACH-000720,24889392,0
ACH-000720,24826799,0
ACH-000720,24785538,0
ACH-000720,24772860,0
ACH-000720,24756910,0
ACH-000720,24180719,0
ACH-000720,2375,0
ACH-000720,23725625,0
ACH-000720,2314623,0
ACH-000720,17755052,0
ACH-000720,176167,0
ACH-000720,16747388,0
ACH-000720,16725726,0
ACH-000720,16722836,0
ACH-000720,16720766,0
ACH-000720,16095342,0
ACH-000720,159324,0
ACH-000720,156422,0
ACH-000720,1401,0
ACH-000720,11977753,0
ACH-000720,11754511,0
ACH-000720,11713159,0
ACH-000720,11707110,0
ACH-000720,11667893,0
ACH-000720,11647372,0
ACH-000720,11640390,0
ACH-000720,11634725,0
ACH-000720,11625818,0
ACH-000720,11624601,0
ACH-000720,11617559,0
ACH-000720,11609586,0
ACH-000720,11493598,0
ACH-000720,11485656,0
ACH-000720,11455910,0
ACH-000720,11433190,0
ACH-000720,11404337,0
ACH-000720,11373846,0
ACH-000720,11338033,0
ACH-000720,11327430,0
ACH-000720,11316960,0
ACH-000720,11282283,0
ACH-000720,11178236,0
ACH-000720,104842,0
ACH-000720,10459196,0
ACH-000720,10451420,0
ACH-000720,10390396,0
ACH-000720,10384072,0
ACH-000720,10200390,0
ACH-000720,10196499,0
ACH-000720,10184653,0
ACH-000720,10127622,1
ACH-000720,10113978,0
ACH-000720,10109823,0
ACH-000720,10096043,0
ACH-000720,10077147,0
ACH-000720,10074640,0
ACH-000720,10027278,0
ACH-000719,9967941,1
ACH-000719,9956222,0
ACH-000719,9956119,0
ACH-000719,9952773,0
ACH-000719,9943465,0
ACH-000719,9911830,0
ACH-000719,9910224,0
ACH-000719,9903786,0
ACH-000719,9884685,0
ACH-000719,9874913,1
ACH-000719,9868037,0
ACH-000719,9863776,1
ACH-000719,9858940,0
ACH-000719,9813758,0
ACH-000719,9810884,0
ACH-000719,85668777,1
ACH-000719,84691,0
ACH-000719,8249,0
ACH-000719,82146,0
ACH-000719,71271629,1
ACH-000719,704473,0
ACH-000719,6918848,0
ACH-000719,6918638,0
ACH-000719,6918454,0
ACH-000719,6918289,0
ACH-000719,6914657,0
ACH-000719,6852167,0
ACH-000719,6710780,0
ACH-000719,66577006,0
ACH-000719,65110,0
ACH-000719,6450816,0
ACH-000719,6450551,0
ACH-000719,6445562,0
ACH-000719,6445533,0
ACH-000719,637858,0
ACH-000719,6253,0
ACH-000719,60750,0
ACH-000719,5746,0
ACH-000719,57339144,0
ACH-000719,56965967,0
ACH-000719,56962337,0
ACH-000719,560326,0
ACH-000719,54685215,0
ACH-000719,54676905,0
ACH-000719,5460769,0
ACH-000719,5459322,1
ACH-000719,5394,0
ACH-000719,53394750,0
ACH-000719,53340664,0
ACH-000719,53302361,0
ACH-000719,5328940,0
ACH-000719,5311497,0
ACH-000719,5311,0
ACH-000719,5280757,0
ACH-000719,521106,0
ACH-000719,5208,0
ACH-000719,5113032,0
ACH-000719,49806720,0
ACH-000719,46943432,0
ACH-000719,46931012,0
ACH-000719,46907787,0
ACH-000719,46885626,0
ACH-000719,46883536,0
ACH-000719,46224516,0
ACH-000719,46191454,0
ACH-000719,44819241,0
ACH-000719,448013,0
ACH-000719,447912,0
ACH-000719,446378,0
ACH-000719,44632017,0
ACH-000719,44551660,0
ACH-000719,444795,0
ACH-000719,44462760,0
ACH-000719,44224160,0
ACH-000719,44182295,1
ACH-000719,44143370,1
ACH-000719,44137675,0
ACH-000719,42642645,0
ACH-000719,42640,0
ACH-000719,4263900,0
ACH-000719,3796,1
ACH-000719,36462,0
ACH-000719,3463933,0
ACH-000719,3385,0
ACH-000719,3218,0
ACH-000719,31703,0
ACH-000719,3005532,0
ACH-000719,300471,0
ACH-000719,2733526,0
ACH-000719,2726824,0
ACH-000719,25257557,1
ACH-000719,25222038,0
ACH-000719,25195352,0
ACH-000719,25167777,0
ACH-000719,25126798,0
ACH-000719,25124816,0
ACH-000719,25102847,0
ACH-000719,25022668,0
ACH-000719,24951314,0
ACH-000719,24894414,0
ACH-000719,24889392,0
ACH-000719,24826799,0
ACH-000719,24776445,0
ACH-000719,24772860,0
ACH-000719,24756910,0
ACH-000719,24180719,0
ACH-000719,2375,0
ACH-000719,23725625,0
ACH-000719,216326,0
ACH-000719,17755052,0
ACH-000719,176167,0
ACH-000719,176158,0
ACH-000719,16747388,0
ACH-000719,16725726,0
ACH-000719,16722836,0
ACH-000719,16720766,0
ACH-000719,16095342,0
ACH-000719,159324,0
ACH-000719,148124,0
ACH-000719,126941,0
ACH-000719,126565,0
ACH-000719,123631,0
ACH-000719,11960529,0
ACH-000719,11754511,0
ACH-000719,11713159,0
ACH-000719,11707110,1
ACH-000719,11647372,0
ACH-000719,11640390,0
ACH-000719,11634725,0
ACH-000719,11625818,1
ACH-000719,11617559,0
ACH-000719,11493598,0
ACH-000719,11485656,0
ACH-000719,11404337,0
ACH-000719,11373846,0
ACH-000719,11338033,0
ACH-000719,11282283,0
ACH-000719,11178236,0
ACH-000719,11152667,0
ACH-000719,104842,0
ACH-000719,10451420,0
ACH-000719,10390396,0
ACH-000719,10341154,0
ACH-000719,10200390,0
ACH-000719,10196499,0
ACH-000719,10184653,1
ACH-000719,10127622,1
ACH-000719,10113978,0
ACH-000719,10109823,0
ACH-000719,10096043,0
ACH-000719,10074640,0
ACH-000719,10027278,0
ACH-000717,9967941,0
ACH-000717,9956222,0
ACH-000717,9956119,0
ACH-000717,9952773,0
ACH-000717,9943465,0
ACH-000717,9938202,0
ACH-000717,9931953,0
ACH-000717,9914412,0
ACH-000717,9911830,0
ACH-000717,9910224,0
ACH-000717,9903786,0
ACH-000717,9884685,0
ACH-000717,9874913,0
ACH-000717,9868037,0
ACH-000717,9863776,0
ACH-000717,9858940,0
ACH-000717,9826528,0
ACH-000717,9813758,0
ACH-000717,9810884,0
ACH-000717,85668777,0
ACH-000717,84691,0
ACH-000717,8249,0
ACH-000717,82146,0
ACH-000717,71271629,0
ACH-000717,704473,0
ACH-000717,6918848,0
ACH-000717,6918638,0
ACH-000717,6918454,0
ACH-000717,6918289,0
ACH-000717,6914657,0
ACH-000717,6852167,0
ACH-000717,6753378,0
ACH-000717,6710780,0
ACH-000717,66577006,0
ACH-000717,65110,0
ACH-000717,6505803,0
ACH-000717,6450816,0
ACH-000717,6450551,0
ACH-000717,6445562,0
ACH-000717,6445533,0
ACH-000717,644241,0
ACH-000717,637858,0
ACH-000717,6253,0
ACH-000717,60750,0
ACH-000717,5746,0
ACH-000717,57339144,0
ACH-000717,56965967,0
ACH-000717,56962337,0
ACH-000717,560326,0
ACH-000717,54685215,0
ACH-000717,54676905,0
ACH-000717,5460769,0
ACH-000717,5459322,0
ACH-000717,5394,0
ACH-000717,53394750,0
ACH-000717,53340664,0
ACH-000717,5330286,0
ACH-000717,53302361,0
ACH-000717,5328940,0
ACH-000717,5327091,0
ACH-000717,5311497,0
ACH-000717,5311,0
ACH-000717,5289247,0
ACH-000717,5280757,0
ACH-000717,5278396,0
ACH-000717,521106,0
ACH-000717,5208,0
ACH-000717,51371303,0
ACH-000717,5113032,0
ACH-000717,49806720,1
ACH-000717,46943432,0
ACH-000717,46931012,0
ACH-000717,46930998,0
ACH-000717,46907787,0
ACH-000717,46885626,0
ACH-000717,46883536,0
ACH-000717,46224516,0
ACH-000717,46191454,0
ACH-000717,44819241,0
ACH-000717,448013,0
ACH-000717,447912,0
ACH-000717,446378,0
ACH-000717,44632017,0
ACH-000717,44551660,0
ACH-000717,444795,0
ACH-000717,44462760,0
ACH-000717,44450571,0
ACH-000717,44224160,0
ACH-000717,44182295,0
ACH-000717,44143370,0
ACH-000717,44137675,0
ACH-000717,42642645,0
ACH-000717,42640,0
ACH-000717,4263900,0
ACH-000717,3796,0
ACH-000717,36462,0
ACH-000717,3463933,0
ACH-000717,3385,0
ACH-000717,3218,0
ACH-000717,31703,0
ACH-000717,3005532,0
ACH-000717,300471,0
ACH-000717,2733526,0
ACH-000717,2726824,0
ACH-000717,25262965,0
ACH-000717,25257557,0
ACH-000717,25222038,0
ACH-000717,25195352,0
ACH-000717,25167777,0
ACH-000717,25126798,0
ACH-000717,25124816,0
ACH-000717,25102847,0
ACH-000717,25022668,0
ACH-000717,24978538,0
ACH-000717,24951314,0
ACH-000717,24894414,0
ACH-000717,24889392,0
ACH-000717,24826799,0
ACH-000717,24785538,0
ACH-000717,24776445,0
ACH-000717,24772860,0
ACH-000717,24756910,0
ACH-000717,24180719,0
ACH-000717,2375,0
ACH-000717,23725625,0
ACH-000717,2314623,0
ACH-000717,216326,0
ACH-000717,17755052,0
ACH-000717,176167,0
ACH-000717,176158,0
ACH-000717,16747388,0
ACH-000717,16725726,1
ACH-000717,16722836,0
ACH-000717,16720766,0
ACH-000717,16095342,0
ACH-000717,159324,0
ACH-000717,156422,0
ACH-000717,148124,0
ACH-000717,1401,0
ACH-000717,126941,0
ACH-000717,126565,0
ACH-000717,123631,0
ACH-000717,11977753,0
ACH-000717,11960529,0
ACH-000717,11754511,0
ACH-000717,11713159,0
ACH-000717,11707110,0
ACH-000717,11667893,0
ACH-000717,11647372,0
ACH-000717,11640390,0
ACH-000717,11634725,0
ACH-000717,11625818,0
ACH-000717,11624601,0
ACH-000717,11617559,0
ACH-000717,11609586,0
ACH-000717,11493598,0
ACH-000717,11485656,0
ACH-000717,11455910,0
ACH-000717,11433190,0
ACH-000717,11404337,0
ACH-000717,11373846,0
ACH-000717,11338033,0
ACH-000717,11327430,0
ACH-000717,11316960,0
ACH-000717,11282283,0
ACH-000717,11178236,0
ACH-000717,11152667,0
ACH-000717,104842,0
ACH-000717,10459196,0
ACH-000717,10451420,0
ACH-000717,10390396,0
ACH-000717,10384072,0
ACH-000717,10341154,0
ACH-000717,10200390,0
ACH-000717,10196499,0
ACH-000717,10184653,0
ACH-000717,10127622,0
ACH-000717,10113978,0
ACH-000717,10109823,0
ACH-000717,10096043,0
ACH-000717,10077147,0
ACH-000717,10074640,0
ACH-000717,10027278,0
ACH-000716,9967941,0
ACH-000716,9956222,0
ACH-000716,9956119,0
ACH-000716,9952773,0
ACH-000716,9943465,0
ACH-000716,9938202,0
ACH-000716,9931953,0
ACH-000716,9914412,1
ACH-000716,9911830,0
ACH-000716,9910224,0
ACH-000716,9903786,0
ACH-000716,9884685,0
ACH-000716,9874913,0
ACH-000716,9868037,0
ACH-000716,9863776,0
ACH-000716,9858940,0
ACH-000716,9826528,1
ACH-000716,9813758,0
ACH-000716,9810884,0
ACH-000716,85668777,0
ACH-000716,84691,0
ACH-000716,8249,0
ACH-000716,82146,0
ACH-000716,71271629,0
ACH-000716,704473,0
ACH-000716,6918848,0
ACH-000716,6918638,0
ACH-000716,6918454,1
ACH-000716,6918289,0
ACH-000716,6914657,0
ACH-000716,6852167,0
ACH-000716,6753378,0
ACH-000716,6710780,0
ACH-000716,66577006,0
ACH-000716,65110,0
ACH-000716,6505803,1
ACH-000716,6450816,0
ACH-000716,6450551,0
ACH-000716,6445562,0
ACH-000716,6445533,1
ACH-000716,644241,0
ACH-000716,637858,0
ACH-000716,6253,0
ACH-000716,60750,0
ACH-000716,5746,1
ACH-000716,57339144,0
ACH-000716,56965967,0
ACH-000716,56962337,0
ACH-000716,560326,1
ACH-000716,54685215,0
ACH-000716,54676905,0
ACH-000716,5460769,0
ACH-000716,5459322,1
ACH-000716,5394,0
ACH-000716,53394750,1
ACH-000716,53340664,0
ACH-000716,5330286,1
ACH-000716,53302361,1
ACH-000716,5328940,1
ACH-000716,5327091,0
ACH-000716,5311497,0
ACH-000716,5311,0
ACH-000716,5289247,0
ACH-000716,5280757,0
ACH-000716,5278396,0
ACH-000716,521106,0
ACH-000716,5208,0
ACH-000716,51371303,0
ACH-000716,5113032,0
ACH-000716,49806720,0
ACH-000716,46943432,0
ACH-000716,46931012,0
ACH-000716,46930998,0
ACH-000716,46907787,0
ACH-000716,46883536,0
ACH-000716,46843772,0
ACH-000716,46224516,0
ACH-000716,46191454,0
ACH-000716,44819241,0
ACH-000716,448013,1
ACH-000716,447912,0
ACH-000716,446378,1
ACH-000716,44632017,0
ACH-000716,44551660,0
ACH-000716,444795,0
ACH-000716,44462760,0
ACH-000716,44450571,0
ACH-000716,44224160,0
ACH-000716,44182295,1
ACH-000716,44143370,0
ACH-000716,44137675,0
ACH-000716,42640,1
ACH-000716,4263900,0
ACH-000716,3796,0
ACH-000716,36462,0
ACH-000716,3463933,0
ACH-000716,3385,0
ACH-000716,3218,0
ACH-000716,31703,0
ACH-000716,3005532,0
ACH-000716,300471,0
ACH-000716,2733526,0
ACH-000716,2726824,0
ACH-000716,25262965,0
ACH-000716,25257557,1
ACH-000716,25222038,1
ACH-000716,25195352,0
ACH-000716,25167777,0
ACH-000716,25126798,0
ACH-000716,25124816,0
ACH-000716,25102847,0
ACH-000716,25022668,0
ACH-000716,24978538,0
ACH-000716,24951314,0
ACH-000716,24894414,0
ACH-000716,24889392,0
ACH-000716,24826799,0
ACH-000716,24785538,1
ACH-000716,24776445,0
ACH-000716,24772860,0
ACH-000716,24756910,0
ACH-000716,24180719,1
ACH-000716,2375,0
ACH-000716,23725625,0
ACH-000716,2314623,0
ACH-000716,216326,0
ACH-000716,17755052,0
ACH-000716,176167,0
ACH-000716,176158,0
ACH-000716,16747388,0
ACH-000716,16725726,0
ACH-000716,16722836,0
ACH-000716,16095342,0
ACH-000716,159324,0
ACH-000716,156422,0
ACH-000716,148124,0
ACH-000716,1401,0
ACH-000716,126941,0
ACH-000716,126565,1
ACH-000716,123631,0
ACH-000716,11977753,0
ACH-000716,11960529,0
ACH-000716,11754511,0
ACH-000716,11713159,1
ACH-000716,11707110,0
ACH-000716,11667893,0
ACH-000716,11647372,0
ACH-000716,11640390,0
ACH-000716,11634725,0
ACH-000716,11625818,0
ACH-000716,11624601,0
ACH-000716,11617559,0
ACH-000716,11609586,0
ACH-000716,11493598,0
ACH-000716,11485656,0
ACH-000716,11455910,0
ACH-000716,11433190,0
ACH-000716,11404337,0
ACH-000716,11373846,0
ACH-000716,11338033,0
ACH-000716,11327430,0
ACH-000716,11316960,1
ACH-000716,11282283,0
ACH-000716,11178236,0
ACH-000716,11152667,0
ACH-000716,104842,0
ACH-000716,10459196,0
ACH-000716,10451420,0
ACH-000716,10390396,0
ACH-000716,10341154,0
ACH-000716,10200390,1
ACH-000716,10196499,1
ACH-000716,10184653,0
ACH-000716,10127622,1
ACH-000716,10113978,1
ACH-000716,10109823,0
ACH-000716,10096043,0
ACH-000716,10077147,1
ACH-000716,10074640,0
ACH-000716,10027278,1
ACH-000711,9967941,0
ACH-000711,9956222,0
ACH-000711,9956119,0
ACH-000711,9952773,0
ACH-000711,9943465,0
ACH-000711,9938202,0
ACH-000711,9931953,0
ACH-000711,9911830,0
ACH-000711,9910224,0
ACH-000711,9903786,0
ACH-000711,9884685,0
ACH-000711,9874913,0
ACH-000711,9868037,0
ACH-000711,9863776,0
ACH-000711,9858940,0
ACH-000711,9826528,0
ACH-000711,9813758,0
ACH-000711,9810884,0
ACH-000711,85668777,0
ACH-000711,84691,0
ACH-000711,8249,0
ACH-000711,82146,0
ACH-000711,71271629,0
ACH-000711,704473,0
ACH-000711,6918848,0
ACH-000711,6918638,0
ACH-000711,6918454,0
ACH-000711,6918289,1
ACH-000711,6914657,0
ACH-000711,6852167,0
